Año;Trimestre;País;Tipo de mercado;Servicio;Concepto;Operador;Tipo de Ingreso;Tipo de Cliente;Segmento;Tipo de Tráfico;Tipo de Contrato;Tipo de Línea;Tipo de Mensaje;Tipo de Tráfico de Mensaje;Tecnología de Acceso;Velocidad BAF;Tipo de Oferta;Tipo de Tarifa;Tipo de CE Minorista;Tipo de Circuito;Tipo de Emisión;Tipo de Operador;Tipo de Medio;Tipo de Publicidad;Tipo de Contratación;Tipo Servicio Audiovisual Mayorista;Tipo de BA May;Tipo de Interconexión;Tipo de Tarificación en Interconexión;Tipo de Ámbito;Tipo de Acceso de Infraestructuras;Unidades;Ingresos (Millones €);Ingresos por Operador (Millones €);Clientes (Núm);Clientes por Operador (Núm);Lineas o Accesos (Núm);Tasa de Penetración (%);Lineas o Accesos por Operador (Núm);Portabilidades (Núm);Tráfico (Millones min);Tráfico por Operador (Millones min);Mensajes (Millones);Mensajes por Operador (Millones);Tráfico de datos (TB);Circuitos (Núm);Publicidad (Min);Contrataciones (Núm)
2005;2005T1;España;Servicio mayorista;Banda ancha fija mayorista;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Concentración ATM/IP;N/A;N/A;N/A;N/A;Millones de euros;100,18;100,18;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Banda ancha fija mayorista;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Otros servicios ADSL mayoristas;N/A;N/A;N/A;N/A;Millones de euros;7,9;7,9;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Banda ancha fija mayorista;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Reventa;N/A;N/A;N/A;N/A;Millones de euros;20,5;20,5;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Banda ancha fija mayorista;Líneas;Movistar;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Bucle compartido;N/A;N/A;N/A;N/A;Unidades;;;;;;;80985;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Banda ancha fija mayorista;Líneas;Movistar;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Bucle desagregado;N/A;N/A;N/A;N/A;Unidades;;;;;;;98863;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Banda ancha fija mayorista;Líneas;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Bucle compartido;N/A;N/A;N/A;N/A;Unidades;;;;;80985;0,2;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Banda ancha fija mayorista;Líneas;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Bucle desagregado;N/A;N/A;N/A;N/A;Unidades;;;;;98863;0,2;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Circuitos alquilados mayoristas;Circuitos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Digitales baja capacidad;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;;;;;;;;;;57932;;
2005;2005T1;España;Servicio mayorista;Circuitos alquilados mayoristas;Circuitos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Otros;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;;;;;;;;;;393;;
2005;2005T1;España;Servicio mayorista;Circuitos alquilados mayoristas;Ingresos;N/A;Alquiler de circuitos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Digitales baja capacidad;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;46,81;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Circuitos alquilados mayoristas;Ingresos;N/A;Alquiler de circuitos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Otros;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;5,33;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Circuitos alquilados mayoristas;Ingresos;N/A;Capacidad portadora;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;88,57;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Circuitos alquilados mayoristas;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;;142,62;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Circuitos alquilados mayoristas;Ingresos;N/A;Otros;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;1,9;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Ingresos;Movistar;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;;406,49;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Ingresos;N/A;Datos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Itinerancia operadores extranjeros;N/A;N/A;N/A;Millones de euros;3,17;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Itinerancia operadores extranjeros;N/A;N/A;N/A;Millones de euros;13,29;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Terminación;N/A;Internacional;N/A;Millones de euros;3,06;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Terminación;N/A;Nacional;N/A;Millones de euros;35,17;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Acceso;N/A;Acceso 900;N/A;Millones de euros;12,7;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Otros servicios de interconexión;N/A;N/A;N/A;Millones de euros;1,19;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Ingresos;N/A;Voz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Itinerancia operadores extranjeros;N/A;N/A;N/A;Millones de euros;95,07;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Ingresos;N/A;Voz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Terminación;N/A;Internacional;N/A;Millones de euros;44,83;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Ingresos;N/A;Voz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Terminación;N/A;Nacional;N/A;Millones de euros;712,83;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Ingresos;Orange;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;;200,71;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Ingresos;Vodafone;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;;314,11;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Tráfico - datos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Itinerancia operadores extranjeros;N/A;N/A;N/A;Terabytes;;;;;;;;;;;;;1,09;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Tráfico - mensajes cortos;Movistar;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de mensajes;;;;;;;;;;;;343,15;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Tráfico - mensajes cortos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Terminación;N/A;Internacional;N/A;millones de mensajes;;;;;;;;;;;44,01;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Tráfico - mensajes cortos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Terminación;N/A;Nacional;N/A;millones de mensajes;;;;;;;;;;;581,18;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Tráfico - mensajes cortos;Orange;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de mensajes;;;;;;;;;;;;0,01;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Tráfico - mensajes cortos;Vodafone;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de mensajes;;;;;;;;;;;;282,04;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Tráfico - minutos;Movistar;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;;2583,6;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Acceso;N/A;Acceso 900;N/A;millones de minutos;;;;;;;;;72,42;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Itinerancia operadores extranjeros;N/A;N/A;N/A;millones de minutos;;;;;;;;;116,87;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Terminación;N/A;Internacional;N/A;millones de minutos;;;;;;;;;336,95;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Terminación;N/A;Nacional;N/A;millones de minutos;;;;;;;;;5125,66;;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Tráfico - minutos;Orange;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;;1218,24;;;;;;
2005;2005T1;España;Servicio mayorista;Interconexión móvil;Tráfico - minutos;Vodafone;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;;1850,06;;;;;;
2005;2005T1;España;Servicio mayorista;Otros mayoristas;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;91,84;91,84;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transmisión de datos mayoristas;Ingresos;N/A;Acceso a Internet y otros servicios de información;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;25,34;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transmisión de datos mayoristas;Ingresos;N/A;Líneas dedicadas a datos y redes VSAT;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;19,86;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transmisión de datos mayoristas;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;;45,2;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;Cellnex Telecom;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Difusión;N/A;N/A;N/A;N/A;N/A;Millones de euros;;36;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;Cellnex Telecom;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Transporte;N/A;N/A;N/A;N/A;N/A;Millones de euros;;6,78;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;Itelazpi;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Difusión;N/A;N/A;N/A;N/A;N/A;Millones de euros;;1,75;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;Itelazpi;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Transporte;N/A;N/A;N/A;N/A;N/A;Millones de euros;;0,25;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;Movistar;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Transporte;N/A;N/A;N/A;N/A;N/A;Millones de euros;;0,1;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Otros;N/A;N/A;Difusión;N/A;N/A;N/A;N/A;N/A;Millones de euros;1,75;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Otros;N/A;N/A;Transporte;N/A;N/A;N/A;N/A;N/A;Millones de euros;1,85;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Radio analógica;N/A;N/A;Difusión;N/A;N/A;N/A;N/A;N/A;Millones de euros;6,41;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Radio analógica;N/A;N/A;Transporte;N/A;N/A;N/A;N/A;N/A;Millones de euros;0,68;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Radio digital;N/A;N/A;Difusión;N/A;N/A;N/A;N/A;N/A;Millones de euros;0,92;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;TV analógica;N/A;N/A;Difusión;N/A;N/A;N/A;N/A;N/A;Millones de euros;28,99;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;TV analógica;N/A;N/A;Transporte;N/A;N/A;N/A;N/A;N/A;Millones de euros;5,35;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;TV digital;N/A;N/A;Difusión;N/A;N/A;N/A;N/A;N/A;Millones de euros;6,66;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;TV digital;N/A;N/A;Transporte;N/A;N/A;N/A;N/A;N/A;Millones de euros;5,38;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;Resto;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Difusión;N/A;N/A;N/A;N/A;N/A;Millones de euros;;6,99;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;Resto;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Transporte;N/A;N/A;N/A;N/A;N/A;Millones de euros;;2,29;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;Retegal;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Transporte;N/A;N/A;N/A;N/A;N/A;Millones de euros;;0,2;;;;;;;;;;;;;;
2005;2005T1;España;Servicio mayorista;Transporte y difusión mayorista;Ingresos;Telefónica Servicios Audiovisuales;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Transporte;N/A;N/A;N/A;N/A;N/A;Millones de euros;;3,63;;;;;;;;;;;;;;
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Abonados;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;De pago;N/A;Televisión;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;;;3114195;;;;;;;;;
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Abonados;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Televisión IP;N/A;N/A;N/A;N/A;N/A;De pago;Privado;Televisión;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;19633;0;;;;;;;;;;
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Abonados;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Televisión por cable;N/A;N/A;N/A;N/A;N/A;De pago;Privado;Televisión;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;1001126;2,3;;;;;;;;;;
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Abonados;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Televisión satélite;N/A;N/A;N/A;N/A;N/A;De pago;Privado;Televisión;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;1700117;3,9;;;;;;;;;;
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Abonados;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Televisión Terrestre;N/A;N/A;N/A;N/A;N/A;De pago;Privado;Televisión;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;393319;0,9;;;;;;;;;;
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Contrataciones PPV;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Televisión;N/A;Futbol;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;;;;;;;;;;;;3755976
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Contrataciones PPV;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Televisión;N/A;Películas;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;;;;;;;;;;;;1918968
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Ingresos;Atresmedia;Ingresos publicitarios;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Televisión;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;;179,97;;;;;;;;;;;;;;
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Ingresos;Euskaltel;Ingresos publicitarios;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Televisión;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;;0,02;;;;;;;;;;;;;;
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Ingresos;Mediaset España;Ingresos publicitarios;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Televisión;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;;171,31;;;;;;;;;;;;;;
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Ingresos;N/A;Cuotas de televisión de pago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Televisión;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;;299,92;;;;;;;;;;;;;;
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Ingresos;N/A;Cuotas de televisión de pago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Televisión por cable;N/A;N/A;N/A;N/A;N/A;De pago;N/A;Televisión;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;61,54;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Ingresos;N/A;Cuotas de televisión de pago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Televisión satélite;N/A;N/A;N/A;N/A;N/A;De pago;N/A;Televisión;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;210,4;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Ingresos;N/A;Cuotas de televisión de pago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Televisión Terrestre;N/A;N/A;N/A;N/A;N/A;De pago;N/A;Televisión;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;27,98;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Ingresos;N/A;Ingresos publicitarios;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Radio;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;;83,58;;;;;;;;;;;;;;
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Ingresos;N/A;Ingresos publicitarios;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Privado;Radio;Publicidad;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;82,96;;;;;;;;;;;;;;;
2005;2005T1;España;Servicio minorista;Audiovisual minorista;Ingresos;N/A;Ingresos publicitarios;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Público;Radio;Publicidad;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;0,62;;;;;;;;;;;;;;;
