Año;Trimestre;País;Tipo de mercado;Servicio;Concepto;Operador;Tipo de Ingreso;Tipo de Cliente;Segmento;Tipo de Tráfico;Tipo de Contrato;Tipo de Línea;Tipo de Mensaje;Tipo de Tráfico de Mensaje;Tecnología de Acceso;Velocidad BAF;Tipo de Oferta;Tipo de Tarifa;Tipo de CE Minorista;Tipo de Circuito;Tipo de Emisión;Tipo de Operador;Tipo de Medio;Tipo de Publicidad;Tipo de Contratación;Tipo Servicio Audiovisual Mayorista;Tipo de BA May;Tipo de Interconexión;Tipo de Tarificación en Interconexión;Tipo de Ámbito;Tipo de Acceso de Infraestructuras;Unidades;Ingresos (Millones €);Ingresos por Operador (Millones €);Clientes (Núm);Clientes por Operador (Núm);Lineas o Accesos (Núm);Tasa de Penetración (%);Lineas o Accesos por Operador (Núm);Portabilidades (Núm);Tráfico (Millones min);Tráfico por Operador (Millones min);Mensajes (Millones);Mensajes por Operador (Millones);Tráfico de datos (TB);Circuitos (Núm);Publicidad (Min);Contrataciones (Núm)
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Cuotas de alta y abono;N/A;N/A;N/A;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;0,35;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Pospago;N/A;Itinerancia operadores extranjeros;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;3,77;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Pospago;N/A;MMS;Entre abonados OFF NET;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;4,6;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Pospago;N/A;MMS;Entre abonados ON NET;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;9,66;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Pospago;N/A;MMS;Red móvil internacional;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;0,21;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Pospago;N/A;SMS;Entre abonados OFF NET;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;82,98;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Pospago;N/A;SMS;Entre abonados ON NET;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;106,74;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Pospago;N/A;SMS;Red móvil internacional;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;10,37;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Pospago;N/A;Tarificación adicional;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;83,17;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Prepago;N/A;Itinerancia operadores extranjeros;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;0,88;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Prepago;N/A;MMS;Entre abonados OFF NET;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;0,92;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Prepago;N/A;MMS;Entre abonados ON NET;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;2,75;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Prepago;N/A;MMS;Red móvil internacional;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;0,09;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Prepago;N/A;SMS;Entre abonados OFF NET;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;30,58;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Prepago;N/A;SMS;Entre abonados ON NET;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;44,78;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Prepago;N/A;SMS;Red móvil internacional;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;9,68;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Mensajes cortos;N/A;N/A;N/A;Prepago;N/A;Tarificación adicional;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;38,51;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Otros;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;22,74;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Tráfico;N/A;N/A;A red móvil nacional OFF NET;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;781,88;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Tráfico;N/A;N/A;A red móvil nacional OFF NET;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;139,74;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Tráfico;N/A;N/A;A red móvil nacional ON NET;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;907,75;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Tráfico;N/A;N/A;A red móvil nacional ON NET;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;203,9;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Tráfico;N/A;N/A;Fijos nacionales;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;296,39;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Tráfico;N/A;N/A;Fijos nacionales;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;59,77;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Tráfico;N/A;N/A;Inteligencia de red;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;66,59;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Tráfico;N/A;N/A;Inteligencia de red;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;13,65;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Tráfico;N/A;N/A;Internacional;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;119,78;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Tráfico;N/A;N/A;Internacional;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;52,81;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Tráfico;N/A;N/A;Itinerancia internacional;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;165,95;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Tráfico;N/A;N/A;Itinerancia internacional;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;15,31;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Tráfico;N/A;N/A;Otro tráfico;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;13,93;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;N/A;Tráfico;N/A;N/A;Otro tráfico;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;2,28;;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;OMV;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;;2,97;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;Orange;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;;586,53;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Ingresos;Vodafone;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Millones de euros;;1103,67;;;;;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Líneas;Movistar;N/A;N/A;N/A;N/A;Pospago;Líneas de voz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;;;12142941;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Líneas;Movistar;N/A;N/A;N/A;N/A;Prepago;Líneas de voz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;;;9199452;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Líneas;N/A;N/A;N/A;N/A;N/A;Pospago;Líneas de voz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;25389548;57,7;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Líneas;N/A;N/A;N/A;N/A;N/A;Pospago;Líneas M2M;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;369263;0,8;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Líneas;N/A;N/A;N/A;N/A;N/A;Prepago;Líneas de voz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;20848335;47,4;;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Líneas;OMV;N/A;N/A;N/A;N/A;Pospago;Líneas de voz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;;;2233;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Líneas;OMV;N/A;N/A;N/A;N/A;Prepago;Líneas de voz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;;;5180;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Líneas;Orange;N/A;N/A;N/A;N/A;Pospago;Líneas de voz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;;;5419636;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Líneas;Orange;N/A;N/A;N/A;N/A;Prepago;Líneas de voz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;;;5694522;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Líneas;Vodafone;N/A;N/A;N/A;N/A;Pospago;Líneas de voz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;;;7824738;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Líneas;Vodafone;N/A;N/A;N/A;N/A;Pospago;Líneas M2M;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;;;369263;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Líneas;Vodafone;N/A;N/A;N/A;N/A;Prepago;Líneas de voz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;;;5949181;;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Portabilidades;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Unidades;;;;;;;;958370;;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - mensajes cortos;Movistar;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de mensajes;;;;;;;;;;;;2082;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - mensajes cortos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Itinerancia internacional;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de mensajes;;;;;;;;;;;10,71;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - mensajes cortos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;MMS;Entre abonados OFF NET;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de mensajes;;;;;;;;;;;13,41;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - mensajes cortos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;MMS;Entre abonados ON NET;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de mensajes;;;;;;;;;;;34,09;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - mensajes cortos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;MMS;Red móvil internacional;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de mensajes;;;;;;;;;;;0,24;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - mensajes cortos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;SMS;Entre abonados OFF NET;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de mensajes;;;;;;;;;;;849,47;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - mensajes cortos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;SMS;Entre abonados ON NET;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de mensajes;;;;;;;;;;;1521,83;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - mensajes cortos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;SMS;Red móvil internacional;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de mensajes;;;;;;;;;;;37,2;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - mensajes cortos;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Tarificación adicional;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de mensajes;;;;;;;;;;;1271,07;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - mensajes cortos;Orange;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de mensajes;;;;;;;;;;;;700,93;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - mensajes cortos;Vodafone;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de mensajes;;;;;;;;;;;;955,09;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;Movistar;N/A;N/A;N/A;N/A;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;;6133,78;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;Movistar;N/A;N/A;N/A;N/A;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;;1034,94;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;A red móvil nacional OFF NET;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;3572,8;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;A red móvil nacional OFF NET;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;393,59;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;A red móvil nacional ON NET;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;7037,68;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;A red móvil nacional ON NET;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;1625,59;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;Fijos nacionales;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;1542,34;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;Fijos nacionales;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;265,95;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;Inteligencia de red;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;137,01;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;Inteligencia de red;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;35,19;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;Internacional;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;164,5;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;Internacional;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;118,09;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;Itinerancia internacional;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;154,38;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;Itinerancia internacional;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;17,3;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;Otro tráfico;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;138,76;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;N/A;N/A;N/A;N/A;Otro tráfico;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;92,51;;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;Orange;N/A;N/A;N/A;N/A;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;;2367,82;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;Orange;N/A;N/A;N/A;N/A;Prepago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;;453,34;;;;;;
2006;2006T4;España;Servicio minorista;Telefonía móvil;Tráfico - minutos;Vodafone;N/A;N/A;N/A;N/A;Pospago;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;millones de minutos;;;;;;;;;;4245,87;;;;;;
